vente_id,date,prix,rue,arrondissement,surface,pieces,longitude,latitude,prix_m2,annee
2023-1325453,2023-03-20,590000.0,RUE CONDORCET,9,47.0,3,2.34481,48.87976,12553.19,2023
2023-1325462,2023-03-20,945000.0,BD DE STRASBOURG,10,115.0,5,2.35748,48.87418,8217.39,2023
2023-1325528,2023-03-20,613500.0,RUE DE LA MARE,20,72.0,4,2.389,48.8735,8520.83,2023
2023-1325612,2023-03-20,1027500.0,RUE CARDINET,17,72.0,2,2.31643,48.89094,14270.83,2023
2023-1325618,2023-03-20,332000.0,RUE SORBIER,20,34.0,2,2.38942,48.86845,9764.71,2023
2023-1325657,2023-03-20,910000.0,RUE DE VIENNE,8,63.0,2,2.32121,48.87667,14444.44,2023
2023-1325668,2023-03-20,1040000.0,RUE ROY,8,83.0,3,2.31822,48.8752,12530.12,2023
2023-1325685,2023-03-20,235000.0,RUE DAVY,17,20.0,1,2.32546,48.89078,11750.0,2023
2023-1325703,2023-03-20,222000.0,RUE RAMEY,18,21.0,2,2.34659,48.88971,10571.43,2023
2023-1325713,2023-03-20,1000000.0,RUE MICHEL LE COMTE,3,76.0,3,2.35591,48.8624,13157.89,2023
2023-1325735,2023-03-20,575000.0,RUE HERMEL,18,40.0,2,2.34377,48.89004,14375.0,2023
2023-1325737,2023-03-20,334240.0,RUE CUSTINE,18,30.0,2,2.34831,48.88782,11141.33,2023
2023-1325790,2023-03-20,335600.0,BD NEY,18,63.0,2,2.33431,48.89745,5326.98,2023
2023-1325819,2023-03-20,180000.0,RUE PIERRE SEMARD,9,15.0,1,2.34747,48.87785,12000.0,2023
2023-1325821,2023-03-20,480000.0,RUE DU DOBROPOL,17,70.0,3,2.28593,48.88354,6857.14,2023
2023-1325830,2023-03-20,593724.0,RUE CAIL,10,48.0,3,2.36,48.8826,12369.25,2023
2023-1325841,2023-03-20,636000.0,CITE DE MAGENTA,10,66.0,3,2.35946,48.87141,9636.36,2023
2023-1325842,2023-03-20,850000.0,RUE COQUILLIERE,1,52.0,3,2.3437,48.86376,16346.15,2023
2023-1325843,2023-03-20,100000.0,RUE ALBERT THOMAS,10,12.0,1,2.36207,48.87067,8333.33,2023
2023-1325873,2023-03-20,280000.0,RUE DU POTEAU,18,30.0,1,2.34258,48.89405,9333.33,2023
2023-1325880,2023-03-20,531000.0,RUE DE LEVIS,17,45.0,3,2.31272,48.884,11800.0,2023
2023-1325926,2023-03-20,440000.0,RUE YVES TOUDIC,10,38.0,2,2.36351,48.87085,11578.95,2023
2023-1325927,2023-03-20,241000.0,RUE DES MARAICHERS,20,28.0,1,2.40659,48.85441,8607.14,2023
2023-1325955,2023-03-20,521840.0,RUE DE ROCHECHOUART,9,40.0,2,2.34506,48.87904,13046.0,2023
2023-1325966,2023-03-20,934200.0,RUE LEGENDRE,17,80.0,3,2.31902,48.88717,11677.5,2023
2023-1325968,2023-03-20,800000.0,RUE CAULAINCOURT,18,81.0,3,2.33536,48.88987,9876.54,2023
2023-1326002,2023-03-20,1200000.0,RUE DES TOURNELLES,3,99.0,4,2.3675,48.85691,12121.21,2023
2023-1326010,2023-03-20,398000.0,BD DE MAGENTA,10,35.0,3,2.35882,48.8737,11371.43,2023
2023-1326034,2023-03-20,40000.0,RUE PETIT,19,20.0,1,2.39242,48.88646,2000.0,2023
2023-1326038,2023-03-20,1059500.0,RUE LAMARCK,18,76.0,4,2.33003,48.89086,13940.79,2023
2023-1326060,2023-03-20,304400.0,RUE BERZELIUS,17,38.0,2,2.31907,48.89382,8010.53,2023
2023-1326078,2023-03-20,427000.0,BD DE LA SOMME,17,50.0,2,2.29189,48.8867,8540.0,2023
2023-1326108,2023-03-20,295000.0,RUE PHILIPPE DE GIRARD,18,15.0,2,2.3606,48.88713,19666.67,2023
2023-1326131,2023-03-20,407000.0,RUE HENRI POINCARE,20,47.0,2,2.40231,48.86988,8659.57,2023
2023-1326151,2023-03-20,3983500.0,QUAI AUX FLEURS,4,150.0,5,2.35039,48.85477,26556.67,2023
2023-1326185,2023-03-20,80000.0,RUE GEORGES BERGER,17,12.0,1,2.31053,48.88093,6666.67,2023
2023-1326216,2023-03-20,846000.0,RUE D ABOUKIR,2,68.0,3,2.34553,48.86705,12441.18,2023
2023-1326247,2023-03-20,860000.0,RUE DES PRAIRIES,20,90.0,3,2.40096,48.86345,9555.56,2023
2023-1326250,2023-03-20,386400.0,RUE GERMAIN PILON,18,30.0,2,2.33711,48.8841,12880.0,2023
2023-1326261,2023-03-20,101000.0,RUE DE DUNKERQUE,9,10.0,1,2.3492,48.88108,10100.0,2023
2023-1326277,2023-03-20,263000.0,RUE RAMEY,18,51.0,2,2.34659,48.88971,5156.86,2023
2023-1326279,2023-03-20,300000.0,RUE BEAUTREILLIS,4,17.0,1,2.36364,48.85326,17647.06,2023
2023-1326286,2023-03-20,215000.0,RUE DE MENILMONTANT,20,32.0,1,2.39105,48.86919,6718.75,2023
2023-1326295,2023-03-20,1155000.0,RUE NOTRE-DAME DE LORETTE,9,105.0,5,2.3355,48.8798,11000.0,2023
2023-1326300,2023-03-20,543000.0,SQ CLAUDE DEBUSSY,17,42.0,2,2.31333,48.8844,12928.57,2023
2023-1326419,2023-03-20,500200.0,RUE LAMARCK,18,54.0,2,2.32893,48.89098,9262.96,2023
2023-1326443,2023-03-20,534400.0,RUE DU VERTBOIS,3,42.0,2,2.35995,48.86678,12723.81,2023
2023-1326445,2023-03-20,1091270.0,RUE MESLAY,3,74.0,3,2.35887,48.86778,14746.89,2023
2023-1326486,2023-03-20,200000.0,RUE DE L ENCHEVAL,19,23.0,1,2.3895,48.87921,8695.65,2023
2023-1326531,2023-03-20,422500.0,RUE QUINCAMPOIX,3,46.0,3,2.35155,48.86264,9184.78,2023
2023-1326539,2023-03-20,443500.0,AV NIEL,17,41.0,2,2.29584,48.88286,10817.07,2023
2023-1326558,2023-03-20,1620000.0,RUE DE SAINT-SENOCH,17,121.0,4,2.29304,48.88164,13388.43,2023
2023-1326626,2023-03-20,450000.0,RUE SAULNIER,9,39.0,2,2.34463,48.87523,11538.46,2023
2023-1326782,2023-03-20,187000.0,RUE TRUFFAUT,17,20.0,1,2.32042,48.88633,9350.0,2023
2023-1326889,2023-03-20,1190000.0,BD DE COURCELLES,8,78.0,2,2.29902,48.87798,15256.41,2023
2023-1326904,2023-03-20,321170.0,RUE RICHER,9,30.0,2,2.34585,48.8743,10705.67,2023
2023-1326917,2023-03-20,605200.0,RUE DU FBG ST MARTIN,10,54.0,1,2.3555,48.86955,11207.41,2023
2023-1326970,2023-03-20,641910.0,BD DE CLICHY,9,61.0,4,2.33103,48.8838,10523.11,2023
2023-1327024,2023-03-20,200000.0,RUE PIERRE SEMARD,9,27.0,1,2.34747,48.87785,7407.41,2023
2023-1327064,2023-03-20,164000.0,RUE D AVRON,20,20.0,1,2.40285,48.8524,8200.0,2023
2023-1344651,2023-03-20,275000.0,RUE DE L ABBE GROULT,15,28.0,1,2.2947,48.84135,9821.43,2023
2023-1344659,2023-03-20,580000.0,RUE DE L ABBE GROULT,15,52.0,3,2.2947,48.84135,11153.85,2023
2023-1344679,2023-03-20,800000.0,RUE LE SUEUR,16,76.0,3,2.28763,48.87501,10526.32,2023
2023-1344698,2023-03-20,1309500.0,RUE DE TUNIS,11,135.0,4,2.39539,48.84986,9700.0,2023
2023-1344747,2023-03-20,574000.0,RUE JEAN BOLOGNE,16,48.0,2,2.28044,48.8571,11958.33,2023
2023-1344800,2023-03-20,638790.0,RUE JEAN DE LA FONTAINE,16,44.0,2,2.26897,48.85,14517.95,2023
2023-1344807,2023-03-20,327500.0,RUE ALBERT,13,31.0,2,2.37024,48.82731,10564.52,2023
2023-1344811,2023-03-20,346220.0,BD SAINT MARCEL,13,34.0,2,2.36075,48.83933,10182.94,2023
2023-1344814,2023-03-20,540000.0,BD RICHARD LENOIR,11,58.0,2,2.37039,48.85718,9310.34,2023
2023-1344822,2023-03-20,1945923.0,RUE BONAPARTE,6,80.0,3,2.33417,48.85486,24324.04,2023
2023-1344862,2023-03-20,485000.0,RUE LEON FROT,11,45.0,2,2.38698,48.8547,10777.78,2023
2023-1344881,2023-03-20,689975.0,RUE MIRABEAU,16,78.0,3,2.27232,48.84735,8845.83,2023
2023-1344927,2023-03-20,236900.0,BD DE PICPUS,12,18.0,1,2.39909,48.84684,13161.11,2023
2023-1344958,2023-03-20,713000.0,RUE NOTRE-DAME DES CHAMPS,6,55.0,3,2.33223,48.84299,12963.64,2023
2023-1344965,2023-03-20,917000.0,RUE DE L AMIRAL ROUSSIN,15,98.0,5,2.29975,48.84559,9357.14,2023
2023-1344976,2023-03-20,226000.0,RUE MORET,11,15.0,1,2.38032,48.86654,15066.67,2023
2023-1345000,2023-03-20,183000.0,BD DE BELLEVILLE,11,17.0,1,2.38192,48.86753,10764.71,2023
2023-1345023,2023-03-20,735000.0,RUE BROWN SEQUARD,15,75.0,4,2.31487,48.84181,9800.0,2023
2023-1345045,2023-03-20,652550.0,RUE CENSIER,5,52.0,3,2.35401,48.84091,12549.04,2023
2023-1345054,2023-03-20,440000.0,RUE DE LA CROIX NIVERT,15,44.0,2,2.29052,48.84068,10000.0,2023
2023-1345094,2023-03-20,865000.0,RUE DE GRENELLE,7,60.0,2,2.32467,48.85474,14416.67,2023
2023-1345110,2023-03-20,230000.0,RUE DAVAL,11,20.0,1,2.37112,48.8549,11500.0,2023
2023-1345116,2023-03-20,752080.0,RUE BREZIN,14,55.0,3,2.32748,48.83147,13674.18,2023
2023-1345127,2023-03-20,400000.0,RUE DE RENNES,6,26.0,2,2.33009,48.84996,15384.62,2023
2023-1345145,2023-03-20,237500.0,RUE LHOMOND,5,18.0,1,2.34764,48.84238,13194.44,2023
2023-1345149,2023-03-20,150000.0,RUE SAINT SEVERIN,5,14.0,0,2.34535,48.85247,10714.29,2023
2023-1345181,2023-03-20,150000.0,RUE BARGUE,15,16.0,1,2.30822,48.83864,9375.0,2023
2023-1345224,2023-03-20,2247500.0,RUE CORTAMBERT,16,150.0,5,2.27924,48.86087,14983.33,2023
2023-1345247,2023-03-20,479000.0,AV DES GOBELINS,13,48.0,3,2.35262,48.83644,9979.17,2023
2023-1345278,2023-03-20,1700000.0,RUE DE VARENNE,7,85.0,2,2.32149,48.8543,20000.0,2023
2023-1345289,2023-03-20,207000.0,RUE CHANZY,11,18.0,1,2.38558,48.85295,11500.0,2023
2023-1345306,2023-03-20,130000.0,RUE HERRAN,16,11.0,1,2.28146,48.86521,11818.18,2023
2023-1345321,2023-03-20,256500.0,RUE DU DOCTEUR ROUX,15,30.0,2,2.30953,48.83978,8550.0,2023
2023-1345368,2023-03-20,529980.0,RUE DU CHEMIN VERT,11,41.0,3,2.38601,48.86272,12926.34,2023
2023-1345369,2023-03-20,794600.0,AV DAUMESNIL,12,75.0,4,2.39761,48.8385,10594.67,2023
2023-1345379,2023-03-20,792000.0,RUE DE CAMPO FORMIO,13,88.0,4,2.36028,48.83466,9000.0,2023
2023-1345380,2023-03-20,512820.0,RUE LERICHE,15,56.0,3,2.29547,48.83493,9157.5,2023
2023-1345383,2023-03-20,680000.0,RUE DE LA CONVENTION,15,70.0,3,2.30034,48.8359,9714.29,2023
2023-1345438,2023-03-20,298900.0,RUE DES FAVORITES,15,38.0,2,2.3054,48.83684,7865.79,2023
2023-1345440,2023-03-20,862300.0,AV DU MAINE,14,80.0,4,2.32366,48.83674,10778.75,2023
2023-1345454,2023-03-20,4632159.0,VLA GAUDELET,11,160.0,6,2.3792,48.86591,28950.99,2023
2023-1345558,2023-03-20,1297000.0,RUE GUENEGAUD,6,99.0,4,2.33803,48.85523,13101.01,2023
2023-1345564,2023-03-20,1118340.0,RUE DES BOULETS,11,94.0,3,2.38904,48.85128,11897.23,2023
2023-1345605,2023-03-20,550000.0,AV PARMENTIER,11,40.0,3,2.37243,48.86864,13750.0,2023
2023-1345705,2023-03-20,561680.0,RUE BREZIN,14,49.0,2,2.32748,48.83147,11462.86,2023
2023-1345774,2023-03-20,497000.0,RUE D ALESIA,14,68.0,3,2.31594,48.83091,7308.82,2023
2023-1345775,2023-03-20,300000.0,PAS DU GENIE,12,70.0,2,2.38941,48.84871,4285.71,2023
2023-1345814,2023-03-20,400000.0,BD VOLTAIRE,11,33.0,2,2.39392,48.85005,12121.21,2023
2023-1345844,2023-03-20,700000.0,RUE DES CORDELIERES,13,84.0,3,2.34874,48.83443,8333.33,2023
2023-1345871,2023-03-20,935000.0,RUE DAREAU,14,100.0,4,2.3363,48.83134,9350.0,2023
2023-1345897,2023-03-20,650000.0,AV FELIX FAURE,15,68.0,3,2.28304,48.83875,9558.82,2023
2023-1345898,2023-03-20,455000.0,RUE HUMBLOT,15,42.0,2,2.294,48.85112,10833.33,2023
2023-1345929,2023-03-20,830000.0,RUE DU CHERCHE-MIDI,6,56.0,3,2.3237,48.84744,14821.43,2023
2023-1345948,2023-03-20,670000.0,AV PHILIPPE AUGUSTE,11,64.0,3,2.39113,48.85704,10468.75,2023
2023-1345971,2023-03-20,350000.0,RUE GUENEGAUD,6,30.0,1,2.33917,48.85579,11666.67,2023
2023-1346026,2023-03-20,346000.0,RUE OBERKAMPF,11,29.0,2,2.37677,48.86526,11931.03,2023
2023-1346031,2023-03-20,1201900.0,ALL MARIANNE BRESLAUER,15,90.0,4,2.2847,48.84207,13354.44,2023
2023-1346036,2023-03-20,2703500.0,QUAI DE LA TOURNELLE,5,140.0,4,2.35517,48.84965,19310.71,2023
2023-1346343,2023-03-20,390000.0,RUE HECTOR MALOT,12,36.0,2,2.37747,48.84687,10833.33,2023
2023-1346751,2023-03-20,720000.0,RUE DE LA CONVENTION,15,102.0,4,2.29572,48.83725,7058.82,2023
2023-1346788,2023-03-20,390243.0,SQ DESAIX,15,22.0,1,2.29142,48.85288,17738.32,2023
2023-1346957,2023-03-20,489000.0,RUE DE MONTEVIDEO,16,70.0,2,2.27444,48.8676,6985.71,2023
2023-1325570,2023-03-21,786900.0,BD DE STRASBOURG,10,92.0,3,2.35498,48.87209,8553.26,2023
2023-1325626,2023-03-21,780000.0,RUE DE LANCRY,10,60.0,4,2.35986,48.8691,13000.0,2023
2023-1325627,2023-03-21,205000.0,RUE DE PANAMA,18,27.0,2,2.35238,48.88799,7592.59,2023
2023-1325641,2023-03-21,314000.0,RUE AFFRE,18,47.0,3,2.35597,48.88558,6680.85,2023
2023-1325659,2023-03-21,643334.0,RUE DE ROCHECHOUART,9,60.0,3,2.34531,48.87942,10722.23,2023
2023-1325679,2023-03-21,225000.0,RUE PONCELET,17,43.0,2,2.29694,48.87944,5232.56,2023
2023-1325770,2023-03-21,440000.0,RUE SAINT ANTOINE,4,33.0,2,2.36321,48.85419,13333.33,2023
2023-1325783,2023-03-21,1037750.0,RUE DE MAUBEUGE,9,79.0,4,2.34426,48.87836,13136.08,2023
2023-1325786,2023-03-21,1550000.0,RUE JULIETTE LAMBER,17,130.0,5,2.30457,48.88898,11923.08,2023
2023-1325792,2023-03-21,334200.0,RUE CHEV. DE LA BARRE,18,33.0,3,2.3456,48.88758,10127.27,2023
2023-1325811,2023-03-21,618000.0,RUE DE TRETAIGNE,18,53.0,3,2.34248,48.89206,11660.38,2023
2023-1325812,2023-03-21,462000.0,RUE JULES JOUY,18,41.0,2,2.34165,48.89068,11268.29,2023
2023-1325817,2023-03-21,243000.0,RUE MARTEL,10,28.0,1,2.3534,48.87342,8678.57,2023
2023-1325825,2023-03-21,850000.0,RUE ELZEVIR,3,66.0,2,2.361,48.85801,12878.79,2023
2023-1325877,2023-03-21,375000.0,RUE ANDRE DEL SARTE,18,31.0,2,2.34602,48.88603,12096.77,2023
2023-1325903,2023-03-21,525000.0,RUE DE BELLEVILLE,19,45.0,3,2.39905,48.8759,11666.67,2023
2023-1325964,2023-03-21,270000.0,RUE LA FAYETTE,10,38.0,3,2.35232,48.87782,7105.26,2023
2023-1326030,2023-03-21,665000.0,RUE VAUVENARGUES,18,71.0,3,2.33266,48.89316,9366.2,2023
2023-1326032,2023-03-21,880000.0,AV DE LAUMIERE,19,95.0,4,2.37973,48.88419,9263.16,2023
2023-1326095,2023-03-21,1736900.0,RUE NOTRE-DAME DE LORETTE,9,138.0,5,2.33848,48.87782,12586.23,2023
2023-1326158,2023-03-21,316500.0,CRS DE VINCENNES,20,38.0,1,2.403,48.84832,8328.95,2023
2023-1326165,2023-03-21,398854.0,RUE DE MARSEILLE,10,35.0,2,2.3636,48.87135,11395.83,2023
2023-1326314,2023-03-21,230000.0,RUE DE BAGNOLET,20,24.0,2,2.39755,48.85666,9583.33,2023
2023-1326342,2023-03-21,183000.0,RUE DE LA CHAPELLE,18,25.0,1,2.35919,48.89217,7320.0,2023
2023-1326407,2023-03-21,210000.0,RUE DES PYRENEES,20,22.0,1,2.39406,48.87063,9545.45,2023
2023-1326409,2023-03-21,343511.0,RUE HAXO,20,38.0,2,2.40209,48.87534,9039.76,2023
2023-1326423,2023-03-21,290400.0,RUE DE MEAUX,19,28.0,1,2.37257,48.88108,10371.43,2023
2023-1326476,2023-03-21,2100000.0,BD DE COURCELLES,8,155.0,4,2.31211,48.8804,13548.39,2023
2023-1326488,2023-03-21,465000.0,RUE DE LONDRES,9,35.0,2,2.32769,48.87774,13285.71,2023
2023-1326594,2023-03-21,810000.0,AV SECRETAN,19,88.0,4,2.3747,48.88033,9204.55,2023
2023-1326678,2023-03-21,1173550.0,RUE DE LA ROCHEFOUCAULD,9,72.0,4,2.33466,48.87846,16299.31,2023
2023-1326711,2023-03-21,311000.0,RUE DU FBG ST MARTIN,10,38.0,2,2.36804,48.88283,8184.21,2023
2023-1326713,2023-03-21,195000.0,RUE NICOLET,18,20.0,1,2.34563,48.88792,9750.0,2023
2023-1326739,2023-03-21,820000.0,RUE DE TURBIGO,3,78.0,4,2.35404,48.86481,10512.82,2023
2023-1326742,2023-03-21,140000.0,AV GAMBETTA,20,19.0,1,2.40344,48.87114,7368.42,2023
2023-1326747,2023-03-21,615490.0,RUE SAINT FERDINAND,17,50.0,2,2.28872,48.87859,12309.8,2023
2023-1326815,2023-03-21,500300.0,RUE NOLLET,17,45.0,2,2.31718,48.88922,11117.78,2023
2023-1326830,2023-03-21,135000.0,RUE TACLET,20,34.0,1,2.39804,48.87114,3970.59,2023
2023-1326831,2023-03-21,391000.0,RUE DU FBOURG MONTMARTRE,9,36.0,3,2.34283,48.87233,10861.11,2023
2023-1326855,2023-03-21,170000.0,RUE DU FBG ST MARTIN,10,16.0,1,2.36834,48.88333,10625.0,2023
2023-1326880,2023-03-21,706800.0,RUE DU FBG ST MARTIN,10,58.0,3,2.35655,48.87138,12186.21,2023
2023-1326907,2023-03-21,1895000.0,BD MALESHERBES,8,132.0,4,2.32037,48.87313,14356.06,2023
2023-1326912,2023-03-21,276000.0,RUE GUY MOQUET,17,23.0,2,2.3263,48.89298,12000.0,2023
2023-1326975,2023-03-21,290000.0,SQ DE VERDUN,10,38.0,1,2.3624,48.87621,7631.58,2023
2023-1327084,2023-03-21,540000.0,AV DE LA PORTE CHAUMONT,19,77.0,3,2.39544,48.88724,7012.99,2023
2023-1344654,2023-03-21,400000.0,RUE DE L EPEE DE BOIS,5,28.0,1,2.35044,48.84136,14285.71,2023
2023-1344776,2023-03-21,355000.0,AV D ITALIE,13,33.0,1,2.35756,48.82796,10757.58,2023
2023-1344797,2023-03-21,242680.0,RUE BOILEAU,16,42.0,2,2.26156,48.83993,5778.1,2023
2023-1344818,2023-03-21,840000.0,RUE DE BOULAINVILLIERS,16,70.0,3,2.27516,48.85459,12000.0,2023
2023-1344885,2023-03-21,410000.0,RUE DE GRENELLE,7,34.0,2,2.3048,48.85717,12058.82,2023
2023-1344913,2023-03-21,172500.0,RUE DE LA SANTE,14,19.0,1,2.34101,48.83095,9078.95,2023
2023-1344937,2023-03-21,460000.0,RUE DE REUILLY,12,52.0,3,2.39385,48.84199,8846.15,2023
2023-1344951,2023-03-21,1355000.0,RUE SINGER,16,135.0,5,2.2796,48.85504,10037.04,2023
2023-1345017,2023-03-21,397000.0,AV VICTOR HUGO,16,32.0,1,2.27665,48.86546,12406.25,2023
2023-1345068,2023-03-21,300000.0,RUE LEON FROT,11,24.0,2,2.38594,48.85646,12500.0,2023
2023-1345097,2023-03-21,3297998.0,RUE DE SEVRES,6,120.0,5,2.32087,48.84814,27483.32,2023
2023-1345118,2023-03-21,1796400.0,RUE DE L ABBE DE L EPEE,5,122.0,3,2.33968,48.84395,14724.59,2023
2023-1345153,2023-03-21,1565980.0,RUE GEOFFROY ST HILAIRE,5,115.0,4,2.3548,48.84324,13617.22,2023
2023-1345257,2023-03-21,591728.0,SQ THIERS,16,204.0,6,2.27857,48.86622,2900.63,2023
2023-1345287,2023-03-21,473340.0,VLA CHANEZ,16,48.0,2,2.26059,48.84742,9861.25,2023
2023-1345319,2023-03-21,886800.0,RUE HENRI DUCHENE,15,80.0,4,2.29346,48.84718,11085.0,2023
2023-1345331,2023-03-21,255000.0,RUE BREZIN,14,29.0,1,2.32778,48.83147,8793.1,2023
2023-1345391,2023-03-21,1440000.0,BD DU MONTPARNASSE,14,124.0,4,2.33536,48.83957,11612.9,2023
2023-1345403,2023-03-21,556100.0,RUE DU GAL BERTRAND,7,49.0,2,2.31428,48.84642,11348.98,2023
2023-1345412,2023-03-21,502940.0,RUE DEGAS,16,53.0,2,2.27436,48.84915,9489.43,2023
2023-1345413,2023-03-21,548000.0,AV MOZART,16,60.0,2,2.26829,48.85188,9133.33,2023
2023-1345421,2023-03-21,745000.0,RUE CLISSON,13,87.0,4,2.36722,48.83158,8563.22,2023
2023-1345474,2023-03-21,387900.0,AV DE CORBERA,12,32.0,2,2.38167,48.8454,12121.88,2023
2023-1345528,2023-03-21,210000.0,RUE BEZOUT,14,19.0,1,2.32979,48.82899,11052.63,2023
2023-1345544,2023-03-21,620100.0,BD VOLTAIRE,11,54.0,2,2.37808,48.85945,11483.33,2023
2023-1345569,2023-03-21,490000.0,RUE LECOURBE,15,54.0,3,2.29788,48.84074,9074.07,2023
2023-1345570,2023-03-21,468750.0,RUE DE LA ROSIERE,15,49.0,2,2.28918,48.8444,9566.33,2023
2023-1345609,2023-03-21,200000.0,AV LA GRANDE ARMEE,16,18.0,1,2.28807,48.87552,11111.11,2023
2023-1345611,2023-03-21,1343000.0,RUE LECOURBE,15,112.0,4,2.30215,48.84215,11991.07,2023
2023-1345727,2023-03-21,1950000.0,AV DE VILLARS,7,110.0,4,2.31296,48.8526,17727.27,2023
2023-1345842,2023-03-21,410000.0,AV DU DOC ARNOLD NETTER,12,92.0,4,2.40594,48.84428,4456.52,2023
2023-1345864,2023-03-21,124500.0,RUE JOUVENET,16,52.0,2,2.26508,48.84201,2394.23,2023
2023-1345877,2023-03-21,265400.0,RUE DE LA CAVALERIE,15,25.0,1,2.30011,48.85003,10616.0,2023
2023-1345966,2023-03-21,200000.0,RUE DE LA POMPE,16,19.0,1,2.27663,48.86213,10526.32,2023
2023-1345979,2023-03-21,150000.0,RUE DES FOSSES ST MARCEL,5,44.0,2,2.35569,48.83862,3409.09,2023
2023-1345992,2023-03-21,280000.0,RUE POPINCOURT,11,24.0,2,2.37809,48.85764,11666.67,2023
2023-1345994,2023-03-21,505750.0,RUE DES TERRES AU CURE,13,64.0,3,2.37229,48.82471,7902.34,2023
2023-1346085,2023-03-21,1250000.0,RUE CHALGRIN,16,126.0,4,2.28864,48.8749,9920.63,2023
2023-1346118,2023-03-21,750000.0,RUE VIOLET,15,58.0,3,2.29356,48.84844,12931.03,2023
2023-1346123,2023-03-21,755000.0,RUE DE WATTIGNIES,12,76.0,3,2.39854,48.83552,9934.21,2023
2023-1346143,2023-03-21,150000.0,RUE DE BOURGOGNE,7,19.0,2,2.3176,48.85706,7894.74,2023
2023-1346174,2023-03-21,2700000.0,RUE SERVANDONI,6,96.0,4,2.33498,48.84956,28125.0,2023
2023-1346317,2023-03-21,480000.0,RUE DE COTTE,12,45.0,3,2.37792,48.84949,10666.67,2023
2023-1346322,2023-03-21,490000.0,RUE LETELLIER,15,50.0,2,2.29459,48.84881,9800.0,2023
2023-1346378,2023-03-21,530000.0,RUE DE DANTZIG,15,67.0,4,2.30051,48.83582,7910.45,2023
2023-1346404,2023-03-21,2750000.0,RUE BONAPARTE,6,130.0,7,2.33227,48.85004,21153.85,2023
2023-1348379,2023-03-21,160000.0,RUE DECRES,14,24.0,1,2.31472,48.83261,6666.67,2023
2023-1325632,2023-03-22,280000.0,RUE DE L ARBRE SEC,1,22.0,2,2.34276,48.86115,12727.27,2023
2023-1325785,2023-03-22,1080000.0,BD DE MAGENTA,10,90.0,4,2.36075,48.87069,12000.0,2023
2023-1325823,2023-03-22,1010000.0,AV MARCEAU,8,79.0,2,2.29965,48.86822,12784.81,2023
2023-1325850,2023-03-22,120000.0,RUE D AUBERVILLIERS,19,26.0,1,2.36657,48.88589,4615.38,2023
2023-1325883,2023-03-22,527600.0,RUE DE L ARBRE SEC,1,45.0,2,2.34271,48.86121,11724.44,2023
2023-1325904,2023-03-22,205000.0,AV JEAN JAURES,19,20.0,1,2.38302,48.8858,10250.0,2023
2023-1325940,2023-03-22,283675.0,AV DE FLANDRE,19,33.0,1,2.37682,48.89181,8596.21,2023
2023-1325943,2023-03-22,825550.0,RUE LEPIC,18,51.0,3,2.33384,48.8874,16187.25,2023
2023-1325946,2023-03-22,272000.0,RUE JOSEPH DIJON,18,21.0,2,2.34669,48.89379,12952.38,2023
2023-1325950,2023-03-22,410000.0,RUE VAUVENARGUES,18,47.0,2,2.33266,48.89316,8723.4,2023
2023-1325956,2023-03-22,376700.0,RUE SAUFFROY,17,36.0,3,2.32221,48.89324,10463.89,2023
2023-1325960,2023-03-22,1041000.0,RUE SAINT-JOSEPH,2,69.0,3,2.34511,48.8682,15086.96,2023
2023-1325973,2023-03-22,345000.0,RUE GANNERON,18,36.0,2,2.32775,48.88786,9583.33,2023
2023-1326006,2023-03-22,740397.06,RUE DU BAIGNEUR,18,58.0,2,2.34459,48.89032,12765.47,2023
2023-1326031,2023-03-22,275000.0,RUE CHEV. DE LA BARRE,18,14.0,1,2.34576,48.88729,19642.86,2023
2023-1326046,2023-03-22,447950.0,AV CLAUDE VELLEFAUX,10,49.0,2,2.37001,48.87467,9141.84,2023
2023-1326058,2023-03-22,330000.0,RUE DESCOMBES,17,34.0,2,2.29248,48.88525,9705.88,2023
2023-1326089,2023-03-22,379200.0,RUE CHAMPIONNET,18,25.0,2,2.3499,48.89524,15168.0,2023
2023-1326106,2023-03-22,323550.0,RUE DE PONTHIEU,8,22.0,1,2.31059,48.87013,14706.82,2023
2023-1326117,2023-03-22,256150.0,RUE LEPIC,18,25.0,2,2.3331,48.88435,10246.0,2023
2023-1326119,2023-03-22,329000.0,RUE JACQUEMONT,17,38.0,2,2.32354,48.8882,8657.89,2023
2023-1326170,2023-03-22,557500.0,RUE SORBIER,20,54.0,2,2.39329,48.86522,10324.07,2023
2023-1326189,2023-03-22,295000.0,PL HENRI BERGSON,8,24.0,2,2.32006,48.87638,12291.67,2023
2023-1326206,2023-03-22,568950.0,RUE PIERRE FONTAINE,9,52.0,4,2.33414,48.8812,10941.35,2023
2023-1326214,2023-03-22,150000.0,RUE DE GRANGE BATELIERE,9,14.0,1,2.34258,48.87287,10714.29,2023
2023-1326224,2023-03-22,110000.0,RUE DU DOCTEUR POTAIN,19,17.0,1,2.39772,48.87585,6470.59,2023
2023-1326230,2023-03-22,690000.0,RUE DE LA VERRERIE,4,39.0,3,2.35086,48.85861,17692.31,2023
2023-1326245,2023-03-22,350000.0,RUE GEOFFROY L ANGEVIN,4,30.0,2,2.35443,48.8605,11666.67,2023
2023-1326266,2023-03-22,250000.0,RUE GEOFFROY L ANGEVIN,4,21.0,1,2.35443,48.8605,11904.76,2023
