vente_id,date,prix,rue,arrondissement,surface,pieces,longitude,latitude,prix_m2,annee
2024-1207143,2024-10-31,780000.0,RUE CARDINET,17,104.0,4,2.30358,48.88166,7500.0,2024
2024-1207154,2024-10-31,388800.0,RUE GERMAINE TAILLEFERRE,19,54.0,2,2.38621,48.88904,7200.0,2024
2024-1207155,2024-10-31,943400.0,QUAI DE LA SEINE,19,91.0,5,2.37088,48.88514,10367.03,2024
2024-1207217,2024-10-31,784000.0,RUE SAINT-DENIS,2,73.0,4,2.35257,48.86854,10739.73,2024
2024-1207229,2024-10-31,370000.0,RUE LA GRANGE AUX BELLES,10,34.0,1,2.36625,48.87535,10882.35,2024
2024-1207234,2024-10-31,829712.0,RUE GASTON COUTE,18,65.0,3,2.3405,48.88942,12764.8,2024
2024-1207240,2024-10-31,938000.0,RUE DES FRERES FLAVIEN,20,111.0,5,2.41228,48.87552,8450.45,2024
2024-1207250,2024-10-31,840000.0,RUE DE MARSEILLE,10,76.0,4,2.36265,48.87143,11052.63,2024
2024-1207258,2024-10-31,345000.0,RUE GANNERON,18,38.0,2,2.32765,48.8863,9078.95,2024
2024-1207264,2024-10-31,225000.0,AV DE FLANDRE,19,39.0,1,2.37682,48.89181,5769.23,2024
2024-1207269,2024-10-31,1244856.0,RUE DES ACACIAS,17,121.0,5,2.2914,48.87628,10288.07,2024
2024-1207288,2024-10-31,750090.0,RUE MONTMARTRE,1,86.0,3,2.34588,48.86422,8721.98,2024
2024-1207298,2024-10-31,500000.0,RUE DES PYRENEES,20,49.0,3,2.39545,48.86918,10204.08,2024
2024-1207306,2024-10-31,749900.0,RUE JOUFFROY D'ABBANS,17,75.0,3,2.31002,48.88638,9998.67,2024
2024-1207309,2024-10-31,715000.0,RUE DE SAINTONGE,3,50.0,2,2.36193,48.86152,14300.0,2024
2024-1207323,2024-10-31,403000.0,RUE DES PYRENEES,20,59.0,3,2.40581,48.85208,6830.51,2024
2024-1207337,2024-10-31,740000.0,RUE ANDRE ANTOINE,18,76.0,4,2.33826,48.88382,9736.84,2024
2024-1207339,2024-10-31,155000.0,AV JEAN JAURES,19,26.0,1,2.38721,48.88764,5961.54,2024
2024-1207368,2024-10-31,580000.0,RUE PIERRE DUPONT,10,60.0,3,2.36479,48.87875,9666.67,2024
2024-1207397,2024-10-31,490000.0,AV SECRETAN,19,62.0,2,2.37583,48.87979,7903.23,2024
2024-1207428,2024-10-31,670000.0,RUE DAMREMONT,18,73.0,2,2.33391,48.88926,9178.08,2024
2024-1207527,2024-10-31,630000.0,RUE DES GRAVILLIERS,3,52.0,2,2.35611,48.86429,12115.38,2024
2024-1207534,2024-10-31,1791019.9,RUE DES FRANCS BOURGEOIS,3,83.0,3,2.3608,48.85804,21578.55,2024
2024-1207551,2024-10-31,328779.1,RUE MARGUERITTE,17,160.0,4,2.30083,48.88008,2054.87,2024
2024-1207571,2024-10-31,525000.0,RUE GERMAIN PILON,18,38.0,1,2.33685,48.88371,13815.79,2024
2024-1207582,2024-10-31,750000.0,RUE DE MONTHOLON,9,98.0,4,2.34819,48.8765,7653.06,2024
2024-1207590,2024-10-31,435000.0,RUE DE L ERMITAGE,20,48.0,2,2.39128,48.87059,9062.5,2024
2024-1207632,2024-10-31,327000.0,RUE HAXO,20,36.0,2,2.4021,48.8755,9083.33,2024
2024-1207636,2024-10-31,363500.0,RUE JACQUES LOUVEL TESSIER,10,36.0,3,2.37045,48.87162,10097.22,2024
2024-1207639,2024-10-31,460500.0,RUE LA FAYETTE,10,54.0,2,2.35539,48.87919,8527.78,2024
2024-1207657,2024-10-31,319430.0,VLA SAINT MICHEL,18,61.0,4,2.32799,48.88986,5236.56,2024
2024-1207679,2024-10-31,258000.0,RUE DES EPINETTES,17,29.0,2,2.32166,48.89466,8896.55,2024
2024-1207692,2024-10-31,593510.0,RUE ST LOUIS EN L ILE,4,30.0,1,2.35846,48.8509,19783.67,2024
2024-1207700,2024-10-31,330000.0,BD PEREIRE,17,30.0,1,2.29799,48.88607,11000.0,2024
2024-1207721,2024-10-31,1697900.0,RUE DU COLONEL MOLL,17,139.0,5,2.28993,48.87774,12215.11,2024
2024-1207726,2024-10-31,1375000.0,RUE BEAUJON,8,147.0,4,2.30167,48.87509,9353.74,2024
2024-1207771,2024-10-31,1080000.0,RUE SAINT GERMAIN L AUXERROIS,1,100.0,4,2.34488,48.85837,10800.0,2024
2024-1207790,2024-10-31,114750.0,RUE DU MONT CENIS,18,20.0,1,2.34545,48.89412,5737.5,2024
2024-1207792,2024-10-31,125000.0,RUE LECHAPELAIS,17,10.0,1,2.32519,48.886,12500.0,2024
2024-1207857,2024-10-31,784000.0,RUE DU ROCHER,8,72.0,3,2.32286,48.87614,10888.89,2024
2024-1207885,2024-10-31,430262.0,BD DE BELLEVILLE,20,47.0,3,2.38333,48.86745,9154.51,2024
2024-1207908,2024-10-31,300000.0,RUE PELLEPORT,20,40.0,2,2.40004,48.86933,7500.0,2024
2024-1207941,2024-10-31,220800.0,RUE SIMON LE FRANC,4,20.0,1,2.35356,48.86035,11040.0,2024
2024-1207973,2024-10-31,185000.0,RUE DE LA VILLETTE,19,24.0,2,2.38688,48.87548,7708.33,2024
2024-1208041,2024-10-31,660000.0,RUE DU MONT CENIS,18,107.0,4,2.34618,48.89724,6168.22,2024
2024-1208091,2024-10-31,315000.0,PL D ANVERS,9,31.0,2,2.34488,48.88245,10161.29,2024
2024-1208103,2024-10-31,314000.0,RUE YVONNE LE TAC,18,36.0,1,2.34006,48.88432,8722.22,2024
2024-1208144,2024-10-31,505000.0,RUE DE TURENNE,3,42.0,1,2.3642,48.85844,12023.81,2024
2024-1208183,2024-10-31,1230000.0,RUE TREILHARD,8,140.0,5,2.31423,48.87686,8785.71,2024
2024-1208276,2024-10-31,394000.0,RUE CAVALLOTTI,18,44.0,2,2.32869,48.88619,8954.55,2024
2024-1208854,2024-10-31,590000.0,RUE TURGOT,9,65.0,3,2.34572,48.88009,9076.92,2024
2024-1225668,2024-10-31,462500.0,RUE DE LA FOLIE MERICOURT,11,45.0,2,2.37298,48.86369,10277.78,2024
2024-1225738,2024-10-31,686025.0,BD RICHARD LENOIR,11,58.0,2,2.37039,48.85718,11828.02,2024
2024-1225753,2024-10-31,420000.0,RUE PONSCARME,13,53.0,3,2.36851,48.82678,7924.53,2024
2024-1225770,2024-10-31,759000.0,RUE CLAUDE DECAEN,12,89.0,4,2.40094,48.83575,8528.09,2024
2024-1225809,2024-10-31,262000.0,RUE CAMILLE CRESPIN DU GAST,11,25.0,2,2.38179,48.86629,10480.0,2024
2024-1225824,2024-10-31,380000.0,RUE CAMPAGNE PREMIERE,14,41.0,3,2.33202,48.83918,9268.29,2024
2024-1225839,2024-10-31,372500.0,RUE GUICHARD,16,37.0,2,2.27724,48.85845,10067.57,2024
2024-1225842,2024-10-31,465000.0,RUE HALLE,14,35.0,2,2.33139,48.82916,13285.71,2024
2024-1225843,2024-10-31,233000.0,RUE HALLE,14,23.0,1,2.33139,48.82916,10130.43,2024
2024-1225854,2024-10-31,1200000.0,RUE DE SEVRES,6,85.0,3,2.32595,48.85037,14117.65,2024
2024-1225884,2024-10-31,450000.0,RUE DE LA ROQUETTE,11,37.0,2,2.38286,48.85806,12162.16,2024
2024-1225935,2024-10-31,420000.0,RUE DE NEMOURS,11,47.0,2,2.37226,48.86541,8936.17,2024
2024-1225973,2024-10-31,2090000.0,AV VICTOR HUGO,16,154.0,5,2.28669,48.87068,13571.43,2024
2024-1226024,2024-10-31,592000.0,RUE DANGEAU,16,55.0,3,2.26879,48.85254,10763.64,2024
2024-1226030,2024-10-31,330000.0,RUE MOUTON DUVERNET,14,32.0,3,2.32859,48.83145,10312.5,2024
2024-1226032,2024-10-31,126625.0,RUE GEOFFROY ST HILAIRE,5,10.0,1,2.35502,48.84272,12662.5,2024
2024-1226044,2024-10-31,610249.0,QUAI ANDRE CITROEN,15,114.0,5,2.27676,48.8445,5353.06,2024
2024-1226056,2024-10-31,1050000.0,BD DES INVALIDES,7,63.0,2,2.3144,48.84967,16666.67,2024
2024-1226069,2024-10-31,620150.0,RUE DE REUILLY,12,70.0,3,2.38488,48.84927,8859.29,2024
2024-1226079,2024-10-31,262000.0,RUE JEAN DE BEAUVAIS,5,42.0,2,2.34707,48.8493,6238.1,2024
2024-1226113,2024-10-31,333000.0,RUE MICHEL ANGE,16,44.0,2,2.25926,48.84254,7568.18,2024
2024-1226153,2024-10-31,289000.0,AV EMILE ZOLA,15,28.0,2,2.28708,48.8464,10321.43,2024
2024-1226188,2024-10-31,295000.0,RUE LAURISTON,16,21.0,1,2.29258,48.87227,14047.62,2024
2024-1226200,2024-10-31,280000.0,AV DU MAINE,14,36.0,2,2.32363,48.83467,7777.78,2024
2024-1226262,2024-10-31,306000.0,RUE VIOLET,15,27.0,1,2.29408,48.84927,11333.33,2024
2024-1226303,2024-10-31,250000.0,RUE DE L AVRE,15,20.0,2,2.29853,48.84835,12500.0,2024
2024-1226318,2024-10-31,547551.0,RUE DE LA TOMBE ISSOIRE,14,52.0,3,2.33468,48.83173,10529.83,2024
2024-1226364,2024-10-31,435550.0,RUE FERDINAND FABRE,15,40.0,3,2.29621,48.8388,10888.75,2024
2024-1226403,2024-10-31,203000.0,RUE D ALESIA,14,17.0,1,2.33422,48.82733,11941.18,2024
2024-1226438,2024-10-31,500000.0,RUE SAINT MAUR,11,53.0,2,2.37488,48.86814,9433.96,2024
2024-1226441,2024-10-31,936700.0,RUE DU THEATRE,15,80.0,4,2.29561,48.84621,11708.75,2024
2024-1226446,2024-10-31,310000.0,RUE D AUTEUIL,16,20.0,1,2.26303,48.84746,15500.0,2024
2024-1226453,2024-10-31,105000.0,RUE SAINT MAUR,11,13.0,1,2.37758,48.86554,8076.92,2024
2024-1226495,2024-10-31,355000.0,AV VICTOR HUGO,16,32.0,1,2.27665,48.86546,11093.75,2024
2024-1226503,2024-10-31,303250.0,AV KLEBER,16,22.0,1,2.29277,48.86975,13784.09,2024
2024-1226768,2024-10-31,633900.0,RUE DU GENERAL GUILHEM,11,58.0,3,2.37905,48.86267,10929.31,2024
2024-1226829,2024-10-31,380000.0,RUE DE LA FEDERATION,15,27.0,2,2.29602,48.85277,14074.07,2024
2024-1226905,2024-10-31,286000.0,PAS JOSSET,11,30.0,2,2.37684,48.8531,9533.33,2024
2024-1208255,2024-11-01,380000.0,RUE DE LA GRANDE TRUANDERIE,1,44.0,2,2.34901,48.86292,8636.36,2024
2024-1207228,2024-11-04,360000.0,RUE MARGUERITE DE ROCHECHOUART,9,31.0,1,2.34503,48.87753,11612.9,2024
2024-1207255,2024-11-04,117000.0,RUE CAVENDISH,19,15.0,1,2.37869,48.88432,7800.0,2024
2024-1207266,2024-11-04,296000.0,RUE DES BATIGNOLLES,17,35.0,2,2.31973,48.88599,8457.14,2024
2024-1207268,2024-11-04,505000.0,RUE DES APENNINS,17,44.0,3,2.32151,48.89055,11477.27,2024
2024-1207272,2024-11-04,180000.0,RUE BALLU,9,27.0,2,2.32853,48.88245,6666.67,2024
2024-1207317,2024-11-04,275000.0,AV JEAN JAURES,19,32.0,2,2.37546,48.8844,8593.75,2024
2024-1207340,2024-11-04,356341.0,RUE DE L OURCQ,19,42.0,3,2.37254,48.89411,8484.31,2024
2024-1207341,2024-11-04,615000.0,RUE VAUVENARGUES,18,66.0,3,2.33172,48.8944,9318.18,2024
2024-1207342,2024-11-04,309094.0,RUE TRUFFAUT,17,26.0,2,2.32217,48.88565,11888.23,2024
2024-1207345,2024-11-04,350000.0,BD BARBES,18,43.0,2,2.35011,48.89114,8139.53,2024
2024-1207384,2024-11-04,451550.0,BD DE CHARONNE,20,41.0,2,2.39795,48.8528,11013.41,2024
2024-1207396,2024-11-04,540020.0,RUE PETIT,19,71.0,3,2.38885,48.88617,7605.92,2024
2024-1207404,2024-11-04,146000.0,RUE RENE BOULANGER,10,16.0,2,2.36043,48.8687,9125.0,2024
2024-1207464,2024-11-04,153100.0,RUE DU FBG DU TEMPLE,10,17.0,1,2.37602,48.87204,9005.88,2024
2024-1207508,2024-11-04,791000.0,AV JUNOT,18,65.0,2,2.33667,48.8882,12169.23,2024
2024-1207546,2024-11-04,480000.0,RUE BICHAT,10,60.0,1,2.36561,48.87297,8000.0,2024
2024-1207561,2024-11-04,200000.0,RUE PAVEE,4,30.0,2,2.36124,48.85691,6666.67,2024
2024-1207576,2024-11-04,533400.0,RUE JEAN MERMOZ,8,51.0,2,2.31047,48.87004,10458.82,2024
2024-1207580,2024-11-04,614000.0,COUR DES PETITES ECURIES,10,75.0,3,2.35257,48.8728,8186.67,2024
2024-1207611,2024-11-04,520000.0,RUE ADOLPHE MILLE,19,74.0,3,2.38937,48.88836,7027.03,2024
2024-1207640,2024-11-04,1566470.0,RUE LUCIEN SAMPAIX,10,117.0,5,2.36171,48.87296,13388.63,2024
2024-1207691,2024-11-04,234000.0,RUE CLAUDE RODIER,9,21.0,1,2.34413,48.8803,11142.86,2024
2024-1207786,2024-11-04,230000.0,RUE AMBROISE PARE,10,28.0,2,2.35203,48.88174,8214.29,2024
2024-1207795,2024-11-04,80000.0,RUE RICHER,9,15.0,1,2.34353,48.87374,5333.33,2024
2024-1207822,2024-11-04,291000.0,AV DE CLICHY,17,43.0,2,2.31899,48.89167,6767.44,2024
2024-1207856,2024-11-04,1680000.0,RUE SAINT BLAISE,20,179.0,8,2.40584,48.85931,9385.47,2024
2024-1207859,2024-11-04,208000.0,RUE LEBOUTEUX,17,27.0,1,2.31659,48.88358,7703.7,2024
2024-1207876,2024-11-04,290000.0,RUE DU FBG POISSONNIERE,10,25.0,2,2.34869,48.87458,11600.0,2024
2024-1207897,2024-11-04,270000.0,RUE CLAUDE RODIER,9,35.0,3,2.3431,48.87809,7714.29,2024
2024-1207912,2024-11-04,417270.0,RUE PLANCHAT,20,65.0,3,2.3992,48.85189,6419.54,2024
2024-1208024,2024-11-04,355000.0,RUE THEODORE DE BANVILLE,17,37.0,1,2.29816,48.88252,9594.59,2024
2024-1208123,2024-11-04,200000.0,RUE DES VINAIGRIERS,10,17.0,2,2.35831,48.87314,11764.71,2024
2024-1208214,2024-11-04,346000.0,RUE DE LA JONQUIERE,17,45.0,2,2.32666,48.8934,7688.89,2024
2024-1208220,2024-11-04,135000.0,BD POISSONNIERE,9,19.0,1,2.34701,48.87112,7105.26,2024
2024-1208224,2024-11-04,1800000.0,RUE JOUFFROY D'ABBANS,17,112.0,6,2.30187,48.88191,16071.43,2024
2024-1208277,2024-11-04,502900.0,RUE DUHESME,18,47.0,3,2.33932,48.89098,10700.0,2024
2024-1208304,2024-11-04,920000.0,RUE BAYEN,17,87.0,4,2.29268,48.88156,10574.71,2024
2024-1225660,2024-11-04,130000.0,RUE SEDAINE,11,12.0,1,2.37156,48.85554,10833.33,2024
2024-1225751,2024-11-04,418000.0,RUE DE L UNIVERSITE,7,32.0,3,2.3256,48.85808,13062.5,2024
2024-1225756,2024-11-04,494030.0,RUE VAVIN,6,37.0,2,2.32877,48.84293,13352.16,2024
2024-1225772,2024-11-04,207000.0,RUE DE VAUGIRARD,15,23.0,2,2.29544,48.83654,9000.0,2024
2024-1225846,2024-11-04,325000.0,RUE DE LA FOLIE MERICOURT,11,31.0,2,2.37015,48.8669,10483.87,2024
2024-1225847,2024-11-04,850000.0,RUE DU CHEMIN VERT,11,90.0,5,2.3702,48.85738,9444.44,2024
2024-1225939,2024-11-04,400000.0,RUE BERBIER DU METS,13,43.0,2,2.35098,48.83523,9302.33,2024
2024-1225942,2024-11-04,784400.0,RUE DU SAHEL,12,70.0,4,2.40523,48.841,11205.71,2024
2024-1226028,2024-11-04,490000.0,RUE TITON,11,42.0,2,2.38664,48.85184,11666.67,2024
2024-1226046,2024-11-04,378000.0,BD DE L HOPITAL,5,40.0,2,2.36172,48.8407,9450.0,2024
2024-1226064,2024-11-04,3156197.0,RUE DE SEINE,6,110.0,4,2.33722,48.85253,28692.7,2024
2024-1226074,2024-11-04,675000.0,VLA DE LONGCHAMP,16,55.0,3,2.28942,48.86519,12272.73,2024
2024-1226152,2024-11-04,730000.0,RUE DE BUCI,6,30.0,2,2.33793,48.854,24333.33,2024
2024-1226171,2024-11-04,162750.0,RUE MARMONTEL,15,17.0,1,2.29982,48.83711,9573.53,2024
2024-1226173,2024-11-04,1720000.0,RUE DE SIAM,16,140.0,4,2.27448,48.86198,12285.71,2024
2024-1226194,2024-11-04,239000.0,RUE DE LA TOMBE ISSOIRE,14,30.0,2,2.3333,48.8294,7966.67,2024
2024-1226216,2024-11-04,319905.0,RUE HENRI BARBUSSE,5,25.0,2,2.339,48.84194,12796.2,2024
2024-1226295,2024-11-04,172000.0,RUE DE L'AMIRAL HAMELIN,16,15.0,1,2.29198,48.86854,11466.67,2024
2024-1226315,2024-11-04,420000.0,AV DE SUFFREN,15,40.0,2,2.29902,48.85135,10500.0,2024
2024-1226316,2024-11-04,3220000.0,AV DU PDT KENNEDY,16,190.0,5,2.28389,48.85518,16947.37,2024
2024-1226324,2024-11-04,1091400.0,RUE DU RENDEZ VOUS,12,110.0,5,2.40205,48.8466,9921.82,2024
2024-1226333,2024-11-04,645000.0,SQ DESAIX,15,71.0,3,2.29142,48.85288,9084.51,2024
2024-1226377,2024-11-04,430000.0,BD BRUNE,14,63.0,3,2.3126,48.82638,6825.4,2024
2024-1226378,2024-11-04,1028846.1,VC HAM BERANGER,16,93.0,3,2.27402,48.85251,11062.86,2024
2024-1226392,2024-11-04,375890.0,RUE JEAN DE LA FONTAINE,16,35.0,2,2.26903,48.85024,10739.71,2024
2024-1226393,2024-11-04,570000.0,RUE BAULANT,12,50.0,3,2.38651,48.84098,11400.0,2024
2024-1226419,2024-11-04,325000.0,AV DU MAINE,14,34.0,2,2.32628,48.83064,9558.82,2024
2024-1226481,2024-11-04,315000.0,RUE ERLANGER,16,24.0,1,2.25993,48.84386,13125.0,2024
2024-1226546,2024-11-04,440000.0,RUE TAINE,12,48.0,3,2.39321,48.83824,9166.67,2024
2024-1226562,2024-11-04,1150000.0,PL FELIX EBOUE,12,74.0,2,2.39588,48.84016,15540.54,2024
2024-1226567,2024-11-04,245000.0,AV DE CHOISY,13,28.0,2,2.35778,48.82815,8750.0,2024
2024-1226574,2024-11-04,716000.0,SQ ST CHARLES,12,74.0,3,2.38992,48.84719,9675.68,2024
2024-1226578,2024-11-04,560000.0,AV DE CHOISY,13,57.0,3,2.36156,48.82479,9824.56,2024
2024-1226617,2024-11-04,741000.0,AV DE LA REPUBLIQUE,11,77.0,3,2.3805,48.86387,9623.38,2024
2024-1226637,2024-11-04,1079000.0,AV PIERRE 1ER SERBIE,16,153.0,4,2.29873,48.86746,7052.29,2024
2024-1226681,2024-11-04,600000.0,AV EMILE ZOLA,15,69.0,2,2.28076,48.84604,8695.65,2024
2024-1226810,2024-11-04,173900.0,BD DIDEROT,12,17.0,2,2.38243,48.84653,10229.41,2024
2024-1226948,2024-11-04,530000.0,RUE NEUVE DES BOULETS,11,20.0,1,2.3882,48.85399,26500.0,2024
2024-1227060,2024-11-04,515000.0,AV DE LA BOURDONNAIS,7,44.0,3,2.29856,48.85907,11704.55,2024
2024-1207203,2024-11-05,797000.0,RUE LEPIC,18,56.0,2,2.33406,48.88657,14232.14,2024
2024-1207208,2024-11-05,205000.0,RUE DES PYRENEES,20,23.0,1,2.40092,48.86078,8913.04,2024
2024-1207275,2024-11-05,904450.0,RUE D HAUTPOUL,19,93.0,4,2.38877,48.88093,9725.27,2024
2024-1207289,2024-11-05,278000.0,RUE DE L AGENT BAILLY,9,26.0,1,2.34197,48.878,10692.31,2024
2024-1207296,2024-11-05,178300.0,RUE AUDRAN,18,13.0,1,2.3356,48.88516,13715.38,2024
2024-1207304,2024-11-05,190000.0,RUE DES APENNINS,17,22.0,1,2.3223,48.89071,8636.36,2024
2024-1207356,2024-11-05,300000.0,PAS DES SOUPIRS,20,33.0,2,2.39658,48.86846,9090.91,2024
2024-1207374,2024-11-05,385000.0,RUE DU DR PAUL BROUSSE,17,47.0,3,2.31802,48.89521,8191.49,2024
2024-1207405,2024-11-05,250000.0,RUE CHEV. DE LA BARRE,18,30.0,2,2.34587,48.88756,8333.33,2024
2024-1207424,2024-11-05,316000.0,RUE BEAUTREILLIS,4,25.0,1,2.36451,48.85365,12640.0,2024
2024-1207451,2024-11-05,338000.0,RUE PELLEPORT,20,42.0,2,2.40438,48.86335,8047.62,2024
2024-1207462,2024-11-05,384000.0,AV SECRETAN,19,46.0,3,2.37762,48.87906,8347.83,2024
2024-1207470,2024-11-05,200000.0,RUE DU SENTIER,2,18.0,1,2.3461,48.87011,11111.11,2024
2024-1207478,2024-11-05,570000.0,RUE VAUVENARGUES,18,67.0,3,2.33087,48.89494,8507.46,2024
2024-1207583,2024-11-05,295550.0,RUE D ANNAM,20,30.0,1,2.39472,48.86705,9851.67,2024
2024-1207595,2024-11-05,341010.0,RUE DE LA CHINE,20,36.0,3,2.39879,48.86731,9472.5,2024
2024-1207600,2024-11-05,173000.0,RUE MONTORGUEIL,2,20.0,1,2.34731,48.86599,8650.0,2024
2024-1207623,2024-11-05,328235.0,RUE LEPIC,18,32.0,2,2.33428,48.88719,10257.34,2024
2024-1207642,2024-11-05,185000.0,RUE DU FBOURG MONTMARTRE,9,28.0,2,2.34009,48.87626,6607.14,2024
2024-1207651,2024-11-05,408920.0,RUE DOUDEAUVILLE,18,40.0,2,2.3526,48.88875,10223.0,2024
2024-1207655,2024-11-05,570000.0,RUE DE TOCQUEVILLE,17,46.0,2,2.31185,48.88445,12391.3,2024
2024-1207660,2024-11-05,78000.0,RUE ARTHUR ROZIER,19,18.0,2,2.39048,48.87713,4333.33,2024
2024-1207665,2024-11-05,253420.0,RUE DE MEAUX,19,34.0,2,2.3726,48.88083,7453.53,2024
2024-1207711,2024-11-05,240000.0,RUE CHAUDRON,10,18.0,2,2.36661,48.88288,13333.33,2024
2024-1207734,2024-11-05,167000.0,VLA STENDHAL,20,20.0,1,2.40246,48.86242,8350.0,2024
2024-1207828,2024-11-05,183000.0,RUE DU DEBARCADERE,17,23.0,1,2.28556,48.87809,7956.52,2024
2024-1207853,2024-11-05,360000.0,RUE DES DAMES,17,70.0,3,2.32355,48.88461,5142.86,2024
2024-1207933,2024-11-05,261000.0,RUE BELLIARD,18,37.0,2,2.34063,48.89669,7054.05,2024
2024-1207939,2024-11-05,95000.0,RUE TESSON,10,25.0,2,2.37202,48.87112,3800.0,2024
2024-1207949,2024-11-05,1466000.0,RUE DE MESSINE,8,133.0,5,2.31057,48.87635,11022.56,2024
2024-1207990,2024-11-05,150000.0,RUE DE MENILMONTANT,20,15.0,1,2.38429,48.86758,10000.0,2024
2024-1208013,2024-11-05,265000.0,RUE DE SAMBRE ET MEUSE,10,30.0,2,2.3717,48.87455,8833.33,2024
2024-1208015,2024-11-05,640000.0,RUE DU ROCHER,8,65.0,3,2.31994,48.87799,9846.15,2024
2024-1208035,2024-11-05,600000.0,AV DE LA CHAPELLE,17,48.0,2,2.28658,48.88126,12500.0,2024
2024-1208075,2024-11-05,569050.0,RUE DES ARCHIVES,3,44.0,2,2.36028,48.86326,12932.95,2024
2024-1208080,2024-11-05,450000.0,RUE BOUCHARDON,10,61.0,3,2.35761,48.86975,7377.05,2024
2024-1208311,2024-11-05,377950.0,RUE LETORT,18,36.0,1,2.34344,48.89498,10498.61,2024
2024-1208314,2024-11-05,508000.0,RUE CHAMPIONNET,18,63.0,3,2.33704,48.89574,8063.49,2024
2024-1208329,2024-11-05,1590000.0,BD PEREIRE,17,137.0,6,2.29227,48.88191,11605.84,2024
2024-1208415,2024-11-05,374000.0,AV DE SAINT OUEN,18,46.0,2,2.32674,48.88835,8130.43,2024
2024-1208424,2024-11-05,560000.0,RUE ST LOUIS EN L ILE,4,52.0,1,2.35476,48.85258,10769.23,2024
2024-1208508,2024-11-05,609000.0,QUAI DE JEMMAPES,10,55.0,1,2.36402,48.87375,11072.73,2024
2024-1225651,2024-11-05,179000.0,PAS GUSTAVE LEPEU,11,33.0,2,2.38747,48.85618,5424.24,2024
2024-1225813,2024-11-05,1265155.0,RUE DU THEATRE,15,108.0,5,2.28806,48.84819,11714.4,2024
2024-1225826,2024-11-05,200000.0,RUE DE PASSY,16,19.0,1,2.28163,48.8583,10526.32,2024
2024-1225862,2024-11-05,450000.0,BD VOLTAIRE,11,72.0,3,2.38778,48.85359,6250.0,2024
2024-1225877,2024-11-05,469330.0,SQ ARAGO,13,43.0,2,2.34567,48.83538,10914.65,2024
2024-1225890,2024-11-05,882850.0,RUE BEZOUT,14,79.0,4,2.32921,48.82874,11175.32,2024
2024-1225897,2024-11-05,285322.0,RUE DESNOUETTES,15,36.0,2,2.29025,48.83573,7925.61,2024
2024-1225904,2024-11-05,170000.0,RUE DE LA ROQUETTE,11,23.0,1,2.37182,48.85462,7391.3,2024
2024-1225941,2024-11-05,185000.0,RUE DE LA FOLIE REGNAULT,11,21.0,1,2.38693,48.85955,8809.52,2024
2024-1225960,2024-11-05,610000.0,PL DE LA NATION,11,68.0,3,2.39574,48.84962,8970.59,2024
2024-1225978,2024-11-05,411000.0,RUE DE REUILLY,12,56.0,3,2.39385,48.84199,7339.29,2024
2024-1225999,2024-11-05,614400.0,RUE DE CIVRY,16,77.0,3,2.25787,48.8439,7979.22,2024
2024-1226020,2024-11-05,230000.0,RUE DES BLUETS,11,24.0,1,2.38266,48.86484,9583.33,2024
2024-1226023,2024-11-05,421400.0,RUE DE RAMBOUILLET,12,48.0,2,2.38264,48.84427,8779.17,2024
2024-1226047,2024-11-05,620000.0,RUE JEANNE D ARC,13,62.0,3,2.35754,48.8378,10000.0,2024
2024-1226096,2024-11-05,491600.0,RUE JEAN PIERRE TIMBAUD,11,20.0,1,2.37444,48.86663,24580.0,2024
2024-1226115,2024-11-05,508700.0,RUE BOULLE,11,40.0,2,2.37216,48.85702,12717.5,2024
2024-1226130,2024-11-05,184000.0,RUE BREZIN,14,20.0,1,2.32787,48.83143,9200.0,2024
2024-1226172,2024-11-05,1552500.0,AV A-EUGENIE MILLERET DE BROU,16,100.0,4,2.27202,48.85364,15525.0,2024
2024-1226176,2024-11-05,210000.0,RUE LAKANAL,15,19.0,1,2.29493,48.84393,11052.63,2024
2024-1226193,2024-11-05,265000.0,RUE XAINTRAILLES,13,29.0,1,2.3706,48.82935,9137.93,2024
2024-1226235,2024-11-05,263000.0,AV DAUMESNIL,12,33.0,2,2.39772,48.83914,7969.7,2024
2024-1226259,2024-11-05,805000.0,RUE DE L EGLISE,15,76.0,3,2.29064,48.84293,10592.11,2024
2024-1226263,2024-11-05,1678200.0,RUE DE L YVETTE,16,134.0,5,2.26572,48.85408,12523.88,2024
2024-1226296,2024-11-05,132000.0,RUE DU CHEMIN VERT,11,15.0,1,2.37983,48.86087,8800.0,2024
2024-1226310,2024-11-05,2345280.0,AV DE LA MOTTE PICQUET,7,149.0,6,2.30865,48.85596,15740.13,2024
2024-1226311,2024-11-05,686000.0,BD DE MONTMORENCY,16,74.0,3,2.26378,48.85364,9270.27,2024
2024-1226329,2024-11-05,817400.0,RUE DE LA COLLEGIALE,5,80.0,2,2.35276,48.8375,10217.5,2024
2024-1226336,2024-11-05,54000.0,RUE DE CHARENTON,12,10.0,1,2.38114,48.84503,5400.0,2024
2024-1226352,2024-11-05,350000.0,RUE RICHARD LENOIR,11,36.0,2,2.38161,48.85525,9722.22,2024
2024-1226357,2024-11-05,1240000.0,AV DE SAXE,7,108.0,4,2.30837,48.84902,11481.48,2024
2024-1226397,2024-11-05,335800.0,RUE DE MONTREUIL,11,33.0,2,2.39676,48.85128,10175.76,2024
2024-1226398,2024-11-05,360000.0,RUE TRAVERSIERE,12,37.0,2,2.37421,48.84885,9729.73,2024
